date,product_id,qty_sold
2023-07-06,P3,31
2023-07-07,P3,29
2023-07-08,P3,50
2023-07-09,P3,49
2023-07-10,P3,31
2023-07-11,P3,41
2023-07-12,P3,33
2023-07-13,P3,32
2023-07-14,P3,29
2023-07-15,P3,54
2023-07-16,P3,49
2023-07-17,P3,32
2023-07-18,P3,36
2023-07-19,P3,40
2023-07-20,P3,35
2023-07-21,P3,34
2023-07-22,P3,46
2023-07-23,P3,53
2023-07-24,P3,29
2023-07-25,P3,35
2023-07-26,P3,30
2023-07-27,P3,35
2023-07-28,P3,30
2023-07-29,P3,52
2023-07-30,P3,50
2023-07-31,P3,38
2023-08-01,P3,37
2023-08-02,P3,40
2023-08-03,P3,39
2023-08-04,P3,35
2023-08-05,P3,49
2023-08-06,P3,51
2023-08-07,P3,27
2023-08-08,P3,35
2023-08-09,P3,37
2023-08-10,P3,35
2023-08-11,P3,31
2023-08-12,P3,45
2023-08-13,P3,52
2023-08-14,P3,35
2023-08-15,P3,31
2023-08-16,P3,28
2023-08-17,P3,34
2023-08-18,P3,40
2023-08-19,P3,44
2023-08-20,P3,51
2023-08-21,P3,33
2023-08-22,P3,31
2023-08-23,P3,29
2023-08-24,P3,39
2023-08-25,P3,32
2023-08-26,P3,51
2023-08-27,P3,43
2023-08-28,P3,32
2023-08-29,P3,37
2023-08-30,P3,31
2023-08-31,P3,35
2023-09-01,P3,38
2023-09-02,P3,46
2023-09-03,P3,54
2023-09-04,P3,34
2023-09-05,P3,31
2023-09-06,P3,37
2023-09-07,P3,36
2023-09-08,P3,33
2023-09-09,P3,43
2023-09-10,P3,56
2023-09-11,P3,29
2023-09-12,P3,28
2023-09-13,P3,34
2023-09-14,P3,34
2023-09-15,P3,30
2023-09-16,P3,44
2023-09-17,P3,50
2023-09-18,P3,36
2023-09-19,P3,29
2023-09-20,P3,32
2023-09-21,P3,27
2023-09-22,P3,39
2023-09-23,P3,54
2023-09-24,P3,52
2023-09-25,P3,31
2023-09-26,P3,37
2023-09-27,P3,35
2023-09-28,P3,34
2023-09-29,P3,29
2023-09-30,P3,52
2023-10-01,P3,47
2023-10-02,P3,32
2023-10-03,P3,31
2023-10-04,P3,40
2023-10-05,P3,32
2023-10-06,P3,35
2023-10-07,P3,42
2023-10-08,P3,47
2023-10-09,P3,33
2023-10-10,P3,34
2023-10-11,P3,37
2023-10-12,P3,37
2023-10-13,P3,32
2023-10-14,P3,50
2023-10-15,P3,50
2023-10-16,P3,35
2023-10-17,P3,36
2023-10-18,P3,32
2023-10-19,P3,34
2023-10-20,P3,32
2023-10-21,P3,53
2023-10-22,P3,46
2023-10-23,P3,33
2023-10-24,P3,37
2023-10-25,P3,38
2023-10-26,P3,32
2023-10-27,P3,35
2023-10-28,P3,49
2023-10-29,P3,48
2023-10-30,P3,34
2023-10-31,P3,35
2023-11-01,P3,30
2023-11-02,P3,35
2023-11-03,P3,29
2023-11-04,P3,46
2023-11-05,P3,46
2023-11-06,P3,40
2023-11-07,P3,36
2023-11-08,P3,40
2023-11-09,P3,33
2023-11-10,P3,40
2023-11-11,P3,54
2023-11-12,P3,48
2023-11-13,P3,37
2023-11-14,P3,30
2023-11-15,P3,38
2023-11-16,P3,38
2023-11-17,P3,38
2023-11-18,P3,51
2023-11-19,P3,50
2023-11-20,P3,36
2023-11-21,P3,36
2023-11-22,P3,35
2023-11-23,P3,39
2023-11-24,P3,36
2023-11-25,P3,53
2023-11-26,P3,49
2023-11-27,P3,30
2023-11-28,P3,33
2023-11-29,P3,34
2023-11-30,P3,36
2023-12-01,P3,32
2023-12-02,P3,51
2023-12-03,P3,49
2023-12-04,P3,31
2023-12-05,P3,32
2023-12-06,P3,28
2023-12-07,P3,37
2023-12-08,P3,32
2023-12-09,P3,48
2023-12-10,P3,50
2023-12-11,P3,36
2023-12-12,P3,40
2023-12-13,P3,36
2023-12-14,P3,33
2023-12-15,P3,30
2023-12-16,P3,56
2023-12-17,P3,48
2023-12-18,P3,29
2023-12-19,P3,36
2023-12-20,P3,32
2023-12-21,P3,41
2023-12-22,P3,40
2023-12-23,P3,49
2023-12-24,P3,45
2023-12-25,P3,29
2023-12-26,P3,34
2023-12-27,P3,32
2023-12-28,P3,36
2023-12-29,P3,30
2023-12-30,P3,46
2023-12-31,P3,49
2023-01-01,P4,62
2023-01-02,P4,46
2023-01-03,P4,45
2023-01-04,P4,49
2023-01-05,P4,48
2023-01-06,P4,42
2023-01-07,P4,59
2023-01-08,P4,55
2023-01-09,P4,44
2023-01-10,P4,46
2023-01-11,P4,50
2023-01-12,P4,46
2023-01-13,P4,47
2023-01-14,P4,64
2023-01-15,P4,56
2023-01-16,P4,48
2023-01-17,P4,45
2023-01-18,P4,47
2023-01-19,P4,45
2023-01-20,P4,45
2023-01-21,P4,63
2023-01-22,P4,53
2023-01-23,P4,45
2023-01-24,P4,48
2023-01-25,P4,39
2023-01-26,P4,45
2023-01-27,P4,46
2023-01-28,P4,58
2023-01-29,P4,56
2023-01-30,P4,45
2023-01-31,P4,39
2023-02-01,P4,43
2023-02-02,P4,46
2023-02-03,P4,40
2023-02-04,P4,58
2023-02-05,P4,60
2023-02-06,P4,42
2023-02-07,P4,49
2023-02-08,P4,45
2023-02-09,P4,46
2023-02-10,P4,45
2023-02-11,P4,65
2023-02-12,P4,54
2023-02-13,P4,44
2023-02-14,P4,45
2023-02-15,P4,46
2023-02-16,P4,45
2023-02-17,P4,47
2023-02-18,P4,65
2023-02-19,P4,56
2023-02-20,P4,41
2023-02-21,P4,44
2023-02-22,P4,42
2023-02-23,P4,47
2023-02-24,P4,39
2023-02-25,P4,58
2023-02-26,P4,61
2023-02-27,P4,43
2023-02-28,P4,48
2023-03-01,P4,43
2023-03-02,P4,40
2023-03-03,P4,43
2023-03-04,P4,58
2023-03-05,P4,64
2023-03-06,P4,42
2023-03-07,P4,49
2023-03-08,P4,42
2023-03-09,P4,47
2023-03-10,P4,42
2023-03-11,P4,61
2023-03-12,P4,59
2023-03-13,P4,41
2023-03-14,P4,47
2023-03-15,P4,44
2023-03-16,P4,43
2023-03-17,P4,45
2023-03-18,P4,61
2023-03-19,P4,63
2023-03-20,P4,42
2023-03-21,P4,43
2023-03-22,P4,41
2023-03-23,P4,41
2023-03-24,P4,45
2023-03-25,P4,60
2023-03-26,P4,59
2023-03-27,P4,44
2023-03-28,P4,45
2023-03-29,P4,42
2023-03-30,P4,48
2023-03-31,P4,48
2023-04-01,P4,62
2023-04-02,P4,60
2023-04-03,P4,47
2023-04-04,P4,47
2023-04-05,P4,48
2023-04-06,P4,49
2023-04-07,P4,42
2023-04-08,P4,58
2023-04-09,P4,58
2023-04-10,P4,46
2023-04-11,P4,43
2023-04-12,P4,41
2023-04-13,P4,40
2023-04-14,P4,45
2023-04-15,P4,63
2023-04-16,P4,67
2023-04-17,P4,42
2023-04-18,P4,44
2023-04-19,P4,41
2023-04-20,P4,50
2023-04-21,P4,45
2023-04-22,P4,59
2023-04-23,P4,58
2023-04-24,P4,38
2023-04-25,P4,38
2023-04-26,P4,46
2023-04-27,P4,42
2023-04-28,P4,39
2023-04-29,P4,55
2023-04-30,P4,64
2023-05-01,P4,45
2023-05-02,P4,47
2023-05-03,P4,43
2023-05-04,P4,41
2023-05-05,P4,48
2023-05-06,P4,59
2023-05-07,P4,57
2023-05-08,P4,49
2023-05-09,P4,45
2023-05-10,P4,46
2023-05-11,P4,42
2023-05-12,P4,42
2023-05-13,P4,60
2023-05-14,P4,60
2023-05-15,P4,43
2023-05-16,P4,43
2023-05-17,P4,43
2023-05-18,P4,46
2023-05-19,P4,42
2023-05-20,P4,66
2023-05-21,P4,62
2023-05-22,P4,44
2023-05-23,P4,46
2023-05-24,P4,38
2023-05-25,P4,47
2023-05-26,P4,41
2023-05-27,P4,56
2023-05-28,P4,61
2023-05-29,P4,46
2023-05-30,P4,47
2023-05-31,P4,49
2023-06-01,P4,40
2023-06-02,P4,45
2023-06-03,P4,61
2023-06-04,P4,62
2023-06-05,P4,45
2023-06-06,P4,41
2023-06-07,P4,47
2023-06-08,P4,46
2023-06-09,P4,44
2023-06-10,P4,63
2023-06-11,P4,62
2023-06-12,P4,44
2023-06-13,P4,46
2023-06-14,P4,45
2023-06-15,P4,45
2023-06-16,P4,42
2023-06-17,P4,56
2023-06-18,P4,59
2023-06-19,P4,47
2023-06-20,P4,46
2023-06-21,P4,47
2023-06-22,P4,50
2023-06-23,P4,50
2023-06-24,P4,62
2023-06-25,P4,63
2023-06-26,P4,51
2023-06-27,P4,40
2023-06-28,P4,45
2023-06-29,P4,41
2023-06-30,P4,47
2023-07-01,P4,60
2023-07-02,P4,61
2023-07-03,P4,40
2023-07-04,P4,45
2023-07-05,P4,48
2023-07-06,P4,47
2023-07-07,P4,50
2023-07-08,P4,61
2023-07-09,P4,62
2023-07-10,P4,44
2023-07-11,P4,41
2023-07-12,P4,47
2023-07-13,P4,48
2023-07-14,P4,47
2023-07-15,P4,62
2023-07-16,P4,61
2023-07-17,P4,39
2023-07-18,P4,49
2023-07-19,P4,46
2023-07-20,P4,48
2023-07-21,P4,52
2023-07-22,P4,58
2023-07-23,P4,62
2023-07-24,P4,42
2023-07-25,P4,43
2023-07-26,P4,45
2023-07-27,P4,47
2023-07-28,P4,43
2023-07-29,P4,60
2023-07-30,P4,59
2023-07-31,P4,52
2023-08-01,P4,41
2023-08-02,P4,47
2023-08-03,P4,47
2023-08-04,P4,49
2023-08-05,P4,67
2023-08-06,P4,59
2023-08-07,P4,50
2023-08-08,P4,41
2023-08-09,P4,47
2023-08-10,P4,44
2023-08-11,P4,50
2023-08-12,P4,61
2023-08-13,P4,61
2023-08-14,P4,41
2023-08-15,P4,40
2023-08-16,P4,45
2023-08-17,P4,49
2023-08-18,P4,52
2023-08-19,P4,60
2023-08-20,P4,59
2023-08-21,P4,46
2023-08-22,P4,44
2023-08-23,P4,44
2023-08-24,P4,42
2023-08-25,P4,40
2023-08-26,P4,64
2023-08-27,P4,62
2023-08-28,P4,38
2023-08-29,P4,46
2023-08-30,P4,43
2023-08-31,P4,48
2023-09-01,P4,44
2023-09-02,P4,66
2023-09-03,P4,64
2023-09-04,P4,48
2023-09-05,P4,44
2023-09-06,P4,43
2023-09-07,P4,47
2023-09-08,P4,43
2023-09-09,P4,59
2023-09-10,P4,56
2023-09-11,P4,45
2023-09-12,P4,49
2023-09-13,P4,46
2023-09-14,P4,45
2023-09-15,P4,42
2023-09-16,P4,66
2023-09-17,P4,61
2023-09-18,P4,50
2023-09-19,P4,45
2023-09-20,P4,40
2023-09-21,P4,45
2023-09-22,P4,46
2023-09-23,P4,66
2023-09-24,P4,64
2023-09-25,P4,45
2023-09-26,P4,45
2023-09-27,P4,48
2023-09-28,P4,52
2023-09-29,P4,46
2023-09-30,P4,61
2023-10-01,P4,62
2023-10-02,P4,46
2023-10-03,P4,44
2023-10-04,P4,50
2023-10-05,P4,46
2023-10-06,P4,50
2023-10-07,P4,58
2023-10-08,P4,57
2023-10-09,P4,49
2023-10-10,P4,50
2023-10-11,P4,42
2023-10-12,P4,40
2023-10-13,P4,49
2023-10-14,P4,56
2023-10-15,P4,60
2023-10-16,P4,48
2023-10-17,P4,50
2023-10-18,P4,50
2023-10-19,P4,51
2023-10-20,P4,43
2023-10-21,P4,56
2023-10-22,P4,57
2023-10-23,P4,42
2023-10-24,P4,50
2023-10-25,P4,50
2023-10-26,P4,46
2023-10-27,P4,43
2023-10-28,P4,57
2023-10-29,P4,66
2023-10-30,P4,44
2023-10-31,P4,42
2023-11-01,P4,42
2023-11-02,P4,49
2023-11-03,P4,51
2023-11-04,P4,53
2023-11-05,P4,59
2023-11-06,P4,44
2023-11-07,P4,39
2023-11-08,P4,46
2023-11-09,P4,44
2023-11-10,P4,47
2023-11-11,P4,63
2023-11-12,P4,59
2023-11-13,P4,49
2023-11-14,P4,50
2023-11-15,P4,49
2023-11-16,P4,40
2023-11-17,P4,48
2023-11-18,P4,57
2023-11-19,P4,61
2023-11-20,P4,46
2023-11-21,P4,49
2023-11-22,P4,46
2023-11-23,P4,47
2023-11-24,P4,47
2023-11-25,P4,54
2023-11-26,P4,65
2023-11-27,P4,43
2023-11-28,P4,39
2023-11-29,P4,43
2023-11-30,P4,46
2023-12-01,P4,44
2023-12-02,P4,56
2023-12-03,P4,59
2023-12-04,P4,42
2023-12-05,P4,48
2023-12-06,P4,50
2023-12-07,P4,49
2023-12-08,P4,46
2023-12-09,P4,60
2023-12-10,P4,61
2023-12-11,P4,50
2023-12-12,P4,46
2023-12-13,P4,41
2023-12-14,P4,42
2023-12-15,P4,41
2023-12-16,P4,65
2023-12-17,P4,56
2023-12-18,P4,42
2023-12-19,P4,45
2023-12-20,P4,48
2023-12-21,P4,45
2023-12-22,P4,49
2023-12-23,P4,59
2023-12-24,P4,63
2023-12-25,P4,47
2023-12-26,P4,42
2023-12-27,P4,44
2023-12-28,P4,46
2023-12-29,P4,42
2023-12-30,P4,55
2023-12-31,P4,56
2023-01-01,P5,48
2023-01-02,P5,37
2023-01-03,P5,42
2023-01-04,P5,37
2023-01-05,P5,38
2023-01-06,P5,41
2023-01-07,P5,50
2023-01-08,P5,58
2023-01-09,P5,39
2023-01-10,P5,38
2023-01-11,P5,44
2023-01-12,P5,39
2023-01-13,P5,35
2023-01-14,P5,51
2023-01-15,P5,47
2023-01-16,P5,34
2023-01-17,P5,42
2023-01-18,P5,44
2023-01-19,P5,35
2023-01-20,P5,33
2023-01-21,P5,53
2023-01-22,P5,48
2023-01-23,P5,36
2023-01-24,P5,42
2023-01-25,P5,42
2023-01-26,P5,33
2023-01-27,P5,35
2023-01-28,P5,59
2023-01-29,P5,52
2023-01-30,P5,43
2023-01-31,P5,40
2023-02-01,P5,39
2023-02-02,P5,37
2023-02-03,P5,31
2023-02-04,P5,51
2023-02-05,P5,49
2023-02-06,P5,36
2023-02-07,P5,39
2023-02-08,P5,37
2023-02-09,P5,41
2023-02-10,P5,38
2023-02-11,P5,58
2023-02-12,P5,50
2023-02-13,P5,34
2023-02-14,P5,44
2023-02-15,P5,45
2023-02-16,P5,42
2023-02-17,P5,41
2023-02-18,P5,50
2023-02-19,P5,57
2023-02-20,P5,42
2023-02-21,P5,38
2023-02-22,P5,42
2023-02-23,P5,41
2023-02-24,P5,37
2023-02-25,P5,51
2023-02-26,P5,58
2023-02-27,P5,39
2023-02-28,P5,34
2023-03-01,P5,39
2023-03-02,P5,41
2023-03-03,P5,44
2023-03-04,P5,52
2023-03-05,P5,56
2023-03-06,P5,42
2023-03-07,P5,37
2023-03-08,P5,39
2023-03-09,P5,43
2023-03-10,P5,36
2023-03-11,P5,57
2023-03-12,P5,51
2023-03-13,P5,35
2023-03-14,P5,36
2023-03-15,P5,39
2023-03-16,P5,38
2023-03-17,P5,36
2023-03-18,P5,50
2023-03-19,P5,58
2023-03-20,P5,42
2023-03-21,P5,33
2023-03-22,P5,32
2023-03-23,P5,42
2023-03-24,P5,40
2023-03-25,P5,54
2023-03-26,P5,56
2023-03-27,P5,43
2023-03-28,P5,40
2023-03-29,P5,38
2023-03-30,P5,34
2023-03-31,P5,36
2023-04-01,P5,55
2023-04-02,P5,54
2023-04-03,P5,38
2023-04-04,P5,33
2023-04-05,P5,37
2023-04-06,P5,36
2023-04-07,P5,41
2023-04-08,P5,55
2023-04-09,P5,50
2023-04-10,P5,37
2023-04-11,P5,40
2023-04-12,P5,40
2023-04-13,P5,43
2023-04-14,P5,33
2023-04-15,P5,58
2023-04-16,P5,52
2023-04-17,P5,34
2023-04-18,P5,36
2023-04-19,P5,36
2023-04-20,P5,40
2023-04-21,P5,37
2023-04-22,P5,47
2023-04-23,P5,56
2023-04-24,P5,35
2023-04-25,P5,42
2023-04-26,P5,41
2023-04-27,P5,39
2023-04-28,P5,42
2023-04-29,P5,46
2023-04-30,P5,50
2023-05-01,P5,35
2023-05-02,P5,37
2023-05-03,P5,41
2023-05-04,P5,35
2023-05-05,P5,34
2023-05-06,P5,51
2023-05-07,P5,57
2023-05-08,P5,39
2023-05-09,P5,35
2023-05-10,P5,43
2023-05-11,P5,44
2023-05-12,P5,38
2023-05-13,P5,57
2023-05-14,P5,52
2023-05-15,P5,35
2023-05-16,P5,33
2023-05-17,P5,39
2023-05-18,P5,34
2023-05-19,P5,36
2023-05-20,P5,51
2023-05-21,P5,56
2023-05-22,P5,31
2023-05-23,P5,42
2023-05-24,P5,40
2023-05-25,P5,40
2023-05-26,P5,34
2023-05-27,P5,60
2023-05-28,P5,49
2023-05-29,P5,36
2023-05-30,P5,42
2023-05-31,P5,36
2023-06-01,P5,38
2023-06-02,P5,36
2023-06-03,P5,53
2023-06-04,P5,54
2023-06-05,P5,31
2023-06-06,P5,35
2023-06-07,P5,35
2023-06-08,P5,44
2023-06-09,P5,40
2023-06-10,P5,46
2023-06-11,P5,52
2023-06-12,P5,39
2023-06-13,P5,40
2023-06-14,P5,35
2023-06-15,P5,37
2023-06-16,P5,37
2023-06-17,P5,55
2023-06-18,P5,60
2023-06-19,P5,34
2023-06-20,P5,36
2023-06-21,P5,41
2023-06-22,P5,42
2023-06-23,P5,44
2023-06-24,P5,52
2023-06-25,P5,47
2023-06-26,P5,41
2023-06-27,P5,38
2023-06-28,P5,35
2023-06-29,P5,34
2023-06-30,P5,37
2023-07-01,P5,58
2023-07-02,P5,50
2023-07-03,P5,35
2023-07-04,P5,31
2023-07-05,P5,40
2023-07-06,P5,39
2023-07-07,P5,37
2023-07-08,P5,51
2023-07-09,P5,49
2023-07-10,P5,36
2023-07-11,P5,40
2023-07-12,P5,35
2023-07-13,P5,35
2023-07-14,P5,38
2023-07-15,P5,57
2023-07-16,P5,52
2023-07-17,P5,40
2023-07-18,P5,44
2023-07-19,P5,44
2023-07-20,P5,36
2023-07-21,P5,37
2023-07-22,P5,57
2023-07-23,P5,50
2023-07-24,P5,39
2023-07-25,P5,34
2023-07-26,P5,39
2023-07-27,P5,39
2023-07-28,P5,39
2023-07-29,P5,51
2023-07-30,P5,55
2023-07-31,P5,39
2023-08-01,P5,34
2023-08-02,P5,36
2023-08-03,P5,34
2023-08-04,P5,35
2023-08-05,P5,53
2023-08-06,P5,55
2023-08-07,P5,33
2023-08-08,P5,42
2023-08-09,P5,37
2023-08-10,P5,34
2023-08-11,P5,36
2023-08-12,P5,48
2023-08-13,P5,52
2023-08-14,P5,40
2023-08-15,P5,37
2023-08-16,P5,41
2023-08-17,P5,41
2023-08-18,P5,35
2023-08-19,P5,53
2023-08-20,P5,53
2023-08-21,P5,36
2023-08-22,P5,40
2023-08-23,P5,40
2023-08-24,P5,38
2023-08-25,P5,40
2023-08-26,P5,50
2023-08-27,P5,56
2023-08-28,P5,44
2023-08-29,P5,43
2023-08-30,P5,36
2023-08-31,P5,35
2023-09-01,P5,43
2023-09-02,P5,54
2023-09-03,P5,53
2023-09-04,P5,39
2023-09-05,P5,36
2023-09-06,P5,40
2023-09-07,P5,41
2023-09-08,P5,32
2023-09-09,P5,52
2023-09-10,P5,50
2023-09-11,P5,36
2023-09-12,P5,41
2023-09-13,P5,33
2023-09-14,P5,41
2023-09-15,P5,31
2023-09-16,P5,46
2023-09-17,P5,55
2023-09-18,P5,38
2023-09-19,P5,39
2023-09-20,P5,38
2023-09-21,P5,40
2023-09-22,P5,38
2023-09-23,P5,53
2023-09-24,P5,56
2023-09-25,P5,38
2023-09-26,P5,32
2023-09-27,P5,40
2023-09-28,P5,43
2023-09-29,P5,44
2023-09-30,P5,50
2023-10-01,P5,48
2023-10-02,P5,36
2023-10-03,P5,39
2023-10-04,P5,34
2023-10-05,P5,43
2023-10-06,P5,35
2023-10-07,P5,57
2023-10-08,P5,54
2023-10-09,P5,36
2023-10-10,P5,32
2023-10-11,P5,37
2023-10-12,P5,39
2023-10-13,P5,38
2023-10-14,P5,50
2023-10-15,P5,51
2023-10-16,P5,35
2023-10-17,P5,37
2023-10-18,P5,38
2023-10-19,P5,38
2023-10-20,P5,43
2023-10-21,P5,54
2023-10-22,P5,48
2023-10-23,P5,44
2023-10-24,P5,41
2023-10-25,P5,34
2023-10-26,P5,43
2023-10-27,P5,43
2023-10-28,P5,54
2023-10-29,P5,55
2023-10-30,P5,41
2023-10-31,P5,37
2023-11-01,P5,31
2023-11-02,P5,39
2023-11-03,P5,37
2023-11-04,P5,52
2023-11-05,P5,54
2023-11-06,P5,36
2023-11-07,P5,42
2023-11-08,P5,41
2023-11-09,P5,39
2023-11-10,P5,37
2023-11-11,P5,52
2023-11-12,P5,50
2023-11-13,P5,38
2023-11-14,P5,43
2023-11-15,P5,38
2023-11-16,P5,38
2023-11-17,P5,42
2023-11-18,P5,48
2023-11-19,P5,54
2023-11-20,P5,42
2023-11-21,P5,31
2023-11-22,P5,32
2023-11-23,P5,41
2023-11-24,P5,41
2023-11-25,P5,47
2023-11-26,P5,53
2023-11-27,P5,40
2023-11-28,P5,43
2023-11-29,P5,39
2023-11-30,P5,33
2023-12-01,P5,35
2023-12-02,P5,52
2023-12-03,P5,49
2023-12-04,P5,33
2023-12-05,P5,39
2023-12-06,P5,37
2023-12-07,P5,32
2023-12-08,P5,38
2023-12-09,P5,49
2023-12-10,P5,55
2023-12-11,P5,41
2023-12-12,P5,37
2023-12-13,P5,35
2023-12-14,P5,41
2023-12-15,P5,34
2023-12-16,P5,59
2023-12-17,P5,58
2023-12-18,P5,36
2023-12-19,P5,36
2023-12-20,P5,36
2023-12-21,P5,35
2023-12-22,P5,39
2023-12-23,P5,56
2023-12-24,P5,52
2023-12-25,P5,36
2023-12-26,P5,42
2023-12-27,P5,37
2023-12-28,P5,36
2023-12-29,P5,35
2023-12-30,P5,54
2023-12-31,P5,53
2023-01-01,P6,60
2023-01-02,P6,36
2023-01-03,P6,43
2023-01-04,P6,34
2023-01-05,P6,43
2023-01-06,P6,36
2023-01-07,P6,56
2023-01-08,P6,55
2023-01-09,P6,45
